代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
乐清虹日,9100027865,乐清市北白象彬彬家居店,食杂店,Non-KA,"1,064.24",203.72,778.84,738.90,745.46,"1,155.11",440.00,288.48,288.48,130.92,,144.24,721.68,489.74,,"7,189.81"
乐清虹日,9100027866,温州白象慧慧日用化妆,药店及日用品商店,Non-KA,,,,141.60,263.20,82.12,117.28,118.96,117.28,118.96,226.36,285.84,409.22,263.20,,"2,144.02"
乐清虹日,9100027867,温州柳市水果市场104号,食杂店,Non-KA,554.84,218.38,317.80,,,,118.96,,,141.60,,117.28,749.16,"1,174.94",,"3,392.96"
乐清虹日,9100027873,温州柳市方联超市,小型超级市场,Non-KA,695.48,,,190.40,,,,,,,,,,,,885.88
乐清虹日,9100027879,温州白象东大街14号,药店及日用品商店,Non-KA,,,,201.08,,,,,,,,,,,,201.08
乐清虹日,9100029990,温州乐联商贸总仓,超级市场,RKA2,"163,384.98","130,339.16","136,481.41","157,112.88","151,622.41","150,112.45","141,458.53","153,423.02","111,338.05","147,388.03","141,460.30","150,802.04","163,568.32","157,838.34","6,778.82","2,063,108.74"
乐清虹日,9100030166,温州乐清白象人民南路58号,食杂店,Non-KA,,362.62,,190.40,158.90,130.92,,,71.44,,82.12,59.48,347.62,289.82,,"1,693.32"
乐清虹日,9100030167,温州乐清白溪飞虹化妆品店,药店及日用品商店,Non-KA,"1,301.52",,317.80,"1,204.52",203.72,141.60,410.20,"1,352.72",346.60,130.92,432.72,144.24,505.82,276.18,,"6,768.56"
乐清虹日,9100030169,温州乐清捕捞新村快乐购超市,小型超级市场,Non-KA,,,,190.40,419.19,,59.48,82.12,59.48,59.48,226.36,144.24,749.95,"1,669.67",,"3,660.37"
乐清虹日,9100030170,温州乐清大荆近良批发部,批发商,WS,"1,699.84","2,181.72",317.80,349.30,,202.36,"2,606.00","8,499.20","10,337.52",713.76,"11,323.20",,,,,"38,230.70"
乐清虹日,9100030176,温州乐清虹桥好再来超市,批发商,WS,543.04,230.34,,,,,,,,,,,,,,773.38
乐清虹日,9100030181,温州乐清虹桥综合市场8号,批发商,WS,"76,886.80","70,210.40","89,588.80","99,773.60","97,851.20","93,849.60",,"44,639.20","44,639.20","41,068.00",,,,,,"658,506.80"
乐清虹日,9100030183,温州乐清华义世纪百联自选,小型超级市场,Non-KA,"3,436.64","5,487.41","3,806.70","3,094.03","2,486.83","2,437.10","2,345.59","4,499.31","3,205.40","3,788.76","4,922.88","3,245.35","2,610.67","3,465.59",600.96,"49,433.22"
乐清虹日,9100030184,温州黄华北京联华超市,小型超级市场,Non-KA,"1,622.28","6,265.00","3,246.75","3,839.27","2,667.30","3,424.29","3,354.82","1,367.61","3,057.71","4,760.76","2,412.74","3,221.98","2,304.12","3,262.72",,"44,807.35"
乐清虹日,9100030187,温州乐清东浦日用品店,批发商,WS,763.82,,,190.40,237.92,,"3,723.42","8,213.44","9,436.24","9,889.36","9,599.52",,,,,"42,054.12"
乐清虹日,9100030194,温州乐清蒲岐镇北门车站（雨润发）,小型超级市场,Non-KA,"1,358.04","4,153.21","3,403.00","1,824.97",288.48,"1,605.63","2,031.91",616.40,575.56,"1,191.64",885.66,199.40,"2,372.68","1,356.69",,"21,863.27"
乐清虹日,9100030195,温州世纪百联精选乐清店,小型超级市场,Non-KA,"5,040.62","4,529.44","5,488.51","5,412.44","4,352.50","6,200.74","5,976.01","5,237.54","6,251.51","4,902.75","5,366.15","5,251.30","5,361.40","4,299.42",,"73,670.33"
乐清虹日,9100030210,温州乐清清江好而多超市,小型超级市场,Non-KA,"1,441.04","3,002.98",459.40,"1,469.76",496.06,"1,400.04","2,181.85",397.64,"1,211.88",896.10,405.76,"1,043.40","1,153.73","2,275.26",,"17,834.90"
乐清虹日,9100030562,温州五味超市乐清北白象店,小型超级市场,Non-KA,"1,045.97","4,309.62","4,643.66","6,226.72","2,413.47","1,506.51","4,319.18","4,130.30","2,204.67","1,076.71","2,509.78","1,489.39","2,545.61","2,631.80",695.98,"41,749.37"
乐清虹日,9100030578,温州虹桥华联商厦,超级市场,LKA,"33,199.21","31,239.01","29,241.40","32,314.07","31,697.55","29,440.41","29,744.74","50,345.87","27,083.08","38,653.63","34,830.67","31,981.04","36,254.83","33,612.05","3,831.14","473,468.70"
乐清虹日,9100030582,温州乐清南塘吉隆超市,小型超级市场,Non-KA,"1,515.98",821.96,446.08,"3,156.18",359.92,857.70,813.96,"1,982.28",215.68,,215.68,"1,462.88","1,233.10","1,594.04",,"14,675.44"
乐清虹日,9100030584,温州乐清翁垟百盛超市,小型超级市场,Non-KA,312.46,,,,,,,,,,,,,,,312.46
乐清虹日,9100030978,温州乐清聚源化妆,批发商,WS,312.46,,,,,,,,,,,,,,,312.46
乐清虹日,9100030979,温州乐成百信超市,小型超级市场,Non-KA,967.44,"4,618.38",620.95,939.26,"1,774.06",,835.07,"1,337.04",,"2,377.23",785.86,"1,314.32",717.97,"2,493.86",,"18,781.44"
乐清虹日,9100030980,温州乐清世纪华联超市（湖上桥店）,小型超级市场,Non-KA,789.61,"1,246.31",,,,,,,,,,,,,,"2,035.92"
乐清虹日,9100031001,温州虹桥家佳超市,小型超级市场,Non-KA,968.56,440.69,215.16,"1,224.70",317.80,308.48,793.36,144.24,511.08,263.20,288.48,937.46,374.58,"1,508.68",,"8,296.47"
乐清虹日,9100031006,温州乐成一本超市,小型超级市场,Non-KA,622.68,,,71.44,288.48,130.92,559.98,894.76,,,153.56,117.28,,"1,183.10",,"4,022.20"
乐清虹日,9100031011,温州乐清白石凤凰村邻居超市,食杂店,Non-KA,579.32,,,349.30,118.96,,59.48,118.96,9.92,59.48,71.44,203.72,749.16,358.30,,"2,678.04"
乐清虹日,9100033475,温州乐清虹桥综合市场14号,批发商,WS,,,,,,,,"66,343.20",,"11,539.20","6,356.00",,,,,"84,238.40"
乐清虹日,9100033476,温州乐清盘石旺得隆超市,小型超级市场,Non-KA,532.96,438.28,940.82,"1,614.20",779.28,853.13,377.47,684.28,59.48,144.24,117.28,117.28,656.10,"1,197.01",,"8,511.81"
乐清虹日,9100033485,温州乐清湖横多多购超市,小型超级市场,Non-KA,748.90,,,,,,,,,144.24,,144.24,,659.10,,"1,696.48"
乐清虹日,9100037274,温州乐清利百加化妆（大荆店）,药店及日用品商店,Non-KA,440.42,,,275.16,,,,117.28,,,,,,407.10,,"1,239.96"
乐清虹日,9100037284,温州乐清湖头全龙超市,小型超级市场,Non-KA,687.28,,,,,,,,,,,,,,,687.28
乐清虹日,9100037285,温州乐清湖西发联超市,小型超级市场,Non-KA,"1,753.62",533.49,858.36,433.96,422.10,554.46,610.50,482.04,59.48,,,117.28,597.12,475.84,,"6,898.25"
乐清虹日,9100037293,温州世纪华联购物乐清大荆店,小型超级市场,Non-KA,579.32,"3,713.23",,,,,,,,,,,,,,"4,292.55"
乐清虹日,9100037295,温州乐成丽歌自选商场,小型超级市场,Non-KA,"1,160.26",288.48,397.88,347.62,849.70,59.48,489.56,71.44,261.52,141.60,226.36,59.48,"1,364.76",807.72,,"6,525.86"
乐清虹日,9100037303,温州乐清市芙蓉镇菜场街55号,食杂店,Non-KA,"1,033.54",,269.76,452.16,118.96,130.92,216.74,287.37,203.72,59.48,82.12,203.72,"1,193.90",540.14,,"4,792.53"
乐清虹日,9100037310,温州乐清白鹭屿供销社超市,食杂店,Non-KA,872.64,,,,,,,,,144.24,,59.48,624.89,544.72,,"2,245.97"
乐清虹日,9100037311,温州乐清白石家家乐,食杂店,Non-KA,578.20,575.25,726.74,706.36,249.88,681.17,570.44,576.96,354.36,192.52,82.12,,297.98,"1,123.72","1,283.89","7,999.59"
乐清虹日,9100037312,温州乐清磐石东街24号,小型超级市场,Non-KA,768.04,,,,,,,,,,,,,,,768.04
乐清虹日,9100037329,温州乐清家美超市,食杂店,Non-KA,784.06,550.40,,190.40,263.20,294.04,151.70,176.76,59.48,203.72,82.12,59.48,648.33,588.39,,"4,052.08"
乐清虹日,9100037970,温州乐清柳市湖横成龙超市,小型超级市场,Non-KA,,234.56,,,,,,,,,,,,,,234.56
乐清虹日,9100037973,温州乐清芙蓉国正商场,小型超级市场,Non-KA,,552.36,230.34,673.22,,,,,,,,,,,,"1,455.92"
乐清虹日,9100037975,温州上海园民华联超市乐清店,小型超级市场,Non-KA,"1,238.31",,,,,,,,,,,,,,,"1,238.31"
乐清虹日,9100037977,温州乐清湖横上海发联,小型超级市场,Non-KA,484.88,,,,,,,,,,,,,,,484.88
乐清虹日,9100037981,温州乐清芙蓉百货,食杂店,Non-KA,626.48,,,,,,,,,,,,,,,626.48
乐清虹日,9100038019,温州象东家兴超市,食杂店,Non-KA,538.82,778.33,"2,613.27","1,209.24",263.20,"2,962.61",117.28,176.76,176.76,524.40,776.36,543.98,548.99,921.94,,"12,151.94"
乐清虹日,9100038023,温州白石人人超市,食杂店,Non-KA,"1,150.27",478.18,,225.77,616.37,,110.86,130.92,71.44,59.48,82.12,59.48,624.90,"1,052.34",,"4,662.13"
乐清虹日,9100038034,温州柳市智广世纪家福,小型超级市场,Non-KA,,276.18,,213.04,,,,59.48,,,,,,,,548.70
乐清虹日,9100038048,温州乐清大荆真云超市,小型超级市场,Non-KA,584.66,,,434.06,118.96,,126.76,59.48,,130.92,82.12,,346.60,708.70,,"2,592.26"
乐清虹日,9100038838,温州乐清白溪琴红化妆,药店及日用品商店,Non-KA,549.50,,635.60,462.04,352.87,635.60,304.50,59.48,117.28,203.72,189.81,117.28,347.62,491.86,,"4,467.16"
乐清虹日,9100039099,温州乐清大荆人便利店,食杂店,Non-KA,491.86,203.72,303.14,535.18,686.34,347.96,59.48,178.44,130.92,59.48,82.12,117.28,610.82,482.34,,"4,289.08"
乐清虹日,9100039370,温州虹桥一点利（新店）,食杂店,Non-KA,,332.96,529.50,"1,064.78",158.90,213.04,91.16,438.26,59.48,144.24,82.12,153.56,489.43,359.98,,"4,117.41"
乐清虹日,9100040139,温州磐石东街23号,食杂店,Non-KA,737.12,203.72,,563.86,,176.76,59.48,59.48,59.48,277.86,,,610.26,,,"2,748.02"
乐清虹日,9100040165,温州柳市苏吕便利超市,小型超级市场,Non-KA,"1,189.82","3,641.87","1,208.72","1,762.38",532.36,844.04,"2,356.70",71.44,"2,875.44",,343.64,"1,254.44","1,412.51","3,225.06",,"20,718.42"
乐清虹日,9100041010,温州乐清七里港上海发联(车站对面),小型超级市场,Non-KA,"1,224.99","1,149.24",926.40,"1,417.65","1,487.47","1,102.72","2,174.83","1,472.84","1,798.13","1,868.63",261.52,864.79,"1,642.28","2,889.99",,"20,281.48"
乐清虹日,9100041332,温州乐清市林记百货批发商行,批发商,WS,"2,325.00","1,713.98",,164.24,237.92,"2,278.48","7,528.08","12,335.68","4,806.08","9,340.96","7,812.00",,,"4,597.40",,"53,139.82"
乐清虹日,9100041384,温州乐清市南塘申友超市,食杂店,Non-KA,538.82,276.18,,289.82,438.38,606.28,202.72,118.96,71.44,203.72,144.24,144.24,333.81,505.75,,"3,874.36"
乐清虹日,9100042272,温州蒲歧杨洋商行,食杂店,Non-KA,"1,721.19",,"1,351.59",551.68,"1,216.61","1,586.68",597.67,"2,439.52","1,393.35","1,293.42","1,002.57","1,107.28","1,259.38","1,799.12",,"17,320.06"
乐清虹日,9100042508,温州乐清淡溪世纪家乐超市,小型超级市场,Non-KA,507.88,,374.06,705.42,633.46,393.46,288.48,497.76,71.44,447.38,144.24,506.18,905.62,476.20,,"5,951.58"
乐清虹日,9100044639,温州乐清市乐成佳人超市牛鼻洞店,小型超级市场,Non-KA,"2,100.40","4,360.65","7,378.35","2,496.94","1,325.55","1,519.23","4,884.11","1,753.59","2,438.03","2,082.90",973.46,"1,146.47","2,686.72","2,344.33",,"37,490.73"
乐清虹日,9100045113,温州利群超市,小型超级市场,Non-KA,522.54,,,,,,,,,,,,,,,522.54
乐清虹日,9100047938,温州世纪乐购超市清江镇店,小型超级市场,Non-KA,"1,477.91",420.42,"2,732.27","1,359.83",,,,"1,163.58",,,,,507.62,864.99,,"8,526.62"
乐清虹日,9100050008,温州乐清清江高尔佳自选店,食杂店,Non-KA,564.16,564.66,,144.24,,,299.33,274.64,118.96,516.36,82.12,144.24,431.42,,,"3,140.13"
乐清虹日,9100051032,温州乐清乃梅百货批发,食杂店,Non-KA,"1,064.24",924.08,,335.66,118.96,71.44,59.48,270.66,118.96,201.08,82.12,117.28,289.82,,,"3,653.78"
乐清虹日,9100051054,温州乐清白象新德利批发,小型超级市场,Non-KA,352.96,218.38,,190.40,,188.72,,,,,,,,,,950.46
乐清虹日,9100051512,温州乐清市盐盘菜场路28号,食杂店,Non-KA,717.72,,,272.52,263.20,158.90,59.48,118.96,,,,,,,,"1,590.78"
乐清虹日,9100052000,温州乐清市白象鑫源副食批发,食杂店,Non-KA,218.38,,,201.08,,,,,,59.48,,,,,,478.94
乐清虹日,9100052043,温州柳市三里发联超市,小型超级市场,Non-KA,,462.77,,,,,,,,,,,,,,462.77
乐清虹日,9100053047,温州乐清市庆莲副食品超市,小型超级市场,Non-KA,861.94,261.52,71.44,347.96,447.38,407.44,59.48,130.92,59.48,59.48,82.12,59.48,312.46,213.04,,"3,374.14"
乐清虹日,9100053481,温州黄华供销超市,小型超级市场,Non-KA,"1,861.13","2,115.64","4,134.13","2,068.82",285.78,"2,689.90","2,453.74","2,593.35","4,045.64","5,958.70","2,085.44","2,527.87","2,126.38","3,184.75",,"38,131.27"
乐清虹日,9100055291,温州乐清柳市阳心多多购,小型超级市场,Non-KA,471.36,,,298.04,203.72,204.48,499.43,176.76,59.48,190.40,82.12,71.44,299.44,869.91,,"3,426.58"
乐清虹日,9100055379,温州白石宏兴成超市,小型超级市场,Non-KA,"1,119.34",776.11,"1,128.79","1,769.85","1,682.38",827.47,"1,337.06",389.56,"2,521.52",688.60,"2,017.35","1,366.83","2,073.37","2,489.16",,"20,187.39"
乐清虹日,9100057145,温州乐清海屿新德利超市,小型超级市场,Non-KA,"1,782.76","2,604.84","6,304.39","3,567.70","2,102.23","2,873.80","2,217.40","3,977.53","3,707.80","2,497.27","3,617.95","2,216.43","3,024.52","2,615.81",698.74,"43,809.17"
乐清虹日,9100057420,温州七里港千客龙超市,小型超级市场,Non-KA,908.21,711.24,241.02,,,,117.28,59.48,59.48,,82.12,,"1,796.89",821.66,,"4,797.38"
乐清虹日,9100058442,温州乐清盐盘阿东购物店,食杂店,Non-KA,507.88,261.52,,130.92,263.20,,59.48,59.48,,71.44,,59.48,581.37,,,"1,994.77"
乐清虹日,9100058505,温州乐清市乐成镇邻居超市,小型超级市场,Non-KA,"1,074.22",226.36,,,,,,,,,,,,,,"1,300.58"
乐清虹日,9100058650,温州乐清象东发联超市,小型超级市场,Non-KA,472.72,,241.02,,,,,59.48,,130.92,,,312.46,777.18,,"1,993.78"
乐清虹日,9100060378,温州乐清盐盘好易购物,小型超级市场,Non-KA,"1,233.93",343.64,425.76,144.24,860.86,455.27,176.76,437.92,59.48,551.18,117.28,144.24,478.54,,,"5,429.10"
乐清虹日,9100061010,温州乐清市虹桥镇大林村华荣超市,食杂店,Non-KA,712.38,276.18,230.34,230.34,230.34,130.92,124.52,130.92,143.24,190.40,82.12,144.24,275.16,538.38,,"3,439.48"
乐清虹日,9100061026,温州宋湖超市乐清店,小型超级市场,Non-KA,,335.66,158.90,,,,,71.44,,,,,903.89,,,"1,469.89"
乐清虹日,9100061411,乐清市虹桥佳和超市,小型超级市场,Non-KA,460.68,,144.24,,203.72,130.92,143.24,271.27,118.96,82.12,19.55,59.48,263.96,548.70,,"2,446.84"
乐清虹日,9100061738,温州乐清湖横世纪华联,小型超级市场,Non-KA,656.11,316.68,188.72,272.52,188.72,,278.46,551.24,,,,697.40,454.06,727.79,,"4,331.70"
乐清虹日,9100061852,温州乐清柳市发联超市育英店,小型超级市场,Non-KA,230.34,,,,,,,,,,,,,,,230.34
乐清虹日,9100064967,温州乐清市世纪百联万岙店,小型超级市场,Non-KA,"1,033.63",,,590.82,526.02,376.16,141.60,176.76,,470.80,979.44,110.86,584.92,693.74,,"5,684.75"
乐清虹日,9100066903,温州乐清黄华镇胡家垟供销超市,小型超级市场,Non-KA,230.34,218.38,,,,,,,,,,,,,,448.72
乐清虹日,9100067621,温州乐清联佳超市,小型超级市场,Non-KA,860.60,,,,,,,,,,,,,,,860.60
乐清虹日,9100068096,温州乐清盐盘郑惠泽超市,小型超级市场,Non-KA,"2,128.48",779.84,"1,358.63","1,286.18",779.84,576.96,"1,918.42","1,064.24","1,793.46",,"2,514.00","1,601.00",,"2,323.58",420.42,"18,545.05"
乐清虹日,9100068319,温州乐清市南岳镇雨润发超市,小型超级市场,Non-KA,,"1,344.60","2,099.43","2,306.16","1,382.00",705.48,582.21,"1,442.14","2,706.02","1,672.65",948.80,"1,076.70","1,825.66","2,618.74",,"20,710.59"
乐清虹日,9100069031,温州乐清市白石万南大街149号,食杂店,Non-KA,,130.92,447.38,,,,,,,,,,,,,578.30
乐清虹日,9100069048,温州建春商贸批发综合部,食杂店,Non-KA,,209.28,317.80,71.44,,402.38,,288.48,,,82.12,203.72,347.62,,,"1,922.84"
乐清虹日,9100069218,温州乐清柳市万家啊七,食杂店,Non-KA,,812.27,,115.45,,130.92,565.68,59.48,130.92,82.12,82.12,144.24,436.92,349.73,,"2,909.85"
乐清虹日,9100069760,温州乐清柳市福乐超市浹西店,小型超级市场,Non-KA,,395.14,158.90,598.22,118.96,276.18,59.48,192.52,118.96,59.48,144.24,203.72,658.69,680.06,,"3,664.55"
乐清虹日,9100070275,温州乐清盐盘供销超市,小型超级市场,Non-KA,,"1,620.52","1,428.36","2,312.46",351.84,422.10,143.24,410.58,,71.44,,213.04,500.16,918.72,,"8,392.46"
乐清虹日,9100071999,温州好日多购物乐清店,小型超级市场,LKA,"34,302.61","27,786.32","25,122.82","25,101.08","27,536.48","24,861.11","28,491.17","31,097.07","23,620.84","27,479.56","33,182.75","27,176.20","34,958.44","30,162.31","1,994.61","402,873.37"
乐清虹日,9100072711,温州柳市民生超市,小型超级市场,Non-KA,757.96,335.66,,,,,,,,,,,,,,"1,093.62"
乐清虹日,9100073585,温州宝鑫时代购物,超级市场,LKA,"38,142.29","25,620.87","33,047.54","32,646.51","35,401.42","24,827.19","32,420.60","32,770.55","28,382.54","37,722.98","32,673.08","35,814.80","40,437.64","32,615.73","3,929.46","466,453.20"
乐清虹日,9100074500,温州柳市象阳镇龙根村郑益成,食杂店,Non-KA,635.60,,230.34,404.80,263.20,203.72,144.24,130.92,,118.96,82.12,570.94,490.86,820.60,,"4,096.30"
乐清虹日,9100074505,温州乐清市白石镇万南大街60号,小型超级市场,Non-KA,,346.26,,,,,,,,,,,,,,346.26
乐清虹日,9100074507,温州乐清市盘石镇多多购便利店,食杂店,Non-KA,,,374.58,303.14,263.20,,559.42,,203.72,,,215.68,578.30,215.68,,"2,713.72"
乐清虹日,9100074971,温州乐清白鹭屿阿敏超市,小型超级市场,Non-KA,,275.16,317.80,71.44,118.96,,126.76,,,,82.12,203.72,517.20,434.06,,"2,147.22"
乐清虹日,9100075256,温州乐清市乐成镇玉丹化妆品店,药店及日用品商店,Non-KA,,,,,,,,,,71.44,,188.72,303.14,359.92,,923.22
乐清虹日,9100075259,温州乐清盐盘冬兰超市,小型超级市场,Non-KA,"1,234.64",,317.80,902.62,118.96,192.52,337.94,213.04,,263.20,82.12,144.24,919.41,865.75,,"5,592.24"
乐清虹日,9100075618,温州乐清市虹桥万家华联超市,小型超级市场,Non-KA,,,303.14,190.40,,71.44,59.48,211.18,59.48,118.96,117.28,563.98,374.06,491.86,,"2,561.26"
乐清虹日,9100077392,温州乐清象阳供销超市,食杂店,Non-KA,,,855.13,804.60,203.72,635.60,246.70,,192.52,59.48,82.12,59.48,374.58,456.70,316.68,"4,287.31"
乐清虹日,9100077890,温州世纪华联超市乐清白石店,小型超级市场,Non-KA,"1,637.29","2,342.37","2,503.76",956.39,"1,728.77","1,070.29",622.59,,,,215.68,,"1,053.00","2,269.62",,"14,399.76"
乐清虹日,9100078287,温州乐清市磐石镇伊人化妆品,药店及日用品商店,Non-KA,,,,158.90,,117.28,144.24,117.28,59.48,178.44,117.28,144.24,359.92,436.18,,"1,833.24"
乐清虹日,9100081756,温州乐清市翁垟地团康乐超市,小型超级市场,Non-KA,"1,483.04","2,045.07","2,254.60","3,202.37","2,810.88","2,252.22","2,148.60","2,596.22","1,947.72","4,340.98","2,350.08","1,640.11","1,928.20","2,928.50",,"33,928.59"
乐清虹日,9100082263,温州朋岙佳而多超市,小型超级市场,Non-KA,,496.08,317.80,822.24,730.80,321.00,,118.96,,,,,,,,"2,806.88"
乐清虹日,9100082282,温州湖横上海欧德龙超市,小型超级市场,Non-KA,"1,427.55",,144.24,551.24,"1,685.80",294.04,,598.52,732.53,144.24,82.12,144.24,928.03,560.99,,"7,293.54"
乐清虹日,9100082637,温州后所阿建商行,小型超级市场,Non-KA,,370.60,241.02,249.88,,285.84,,,,,,436.18,749.16,624.92,,"2,957.60"
乐清虹日,9100084307,温州潘宅世纪家乐,小型超级市场,Non-KA,608.40,394.58,378.80,294.04,158.90,144.24,,415.08,59.48,190.40,82.12,234.56,362.62,248.20,,"3,571.42"
乐清虹日,9100085034,温州大林世纪华联超市,小型超级市场,Non-KA,230.34,,,202.36,,59.48,,59.48,,59.48,71.44,144.24,880.08,468.70,,"2,175.60"
乐清虹日,9100085035,温州乐清市象阳镇上海发联超市,小型超级市场,Non-KA,303.14,288.48,,506.86,,,,176.76,,82.12,,199.40,884.25,622.47,,"3,063.48"
乐清虹日,9100085558,温州湖头一帆超市,小型超级市场,Non-KA,813.88,497.20,226.36,648.46,472.18,176.76,,59.48,,82.12,71.44,199.40,507.62,363.38,144.24,"4,262.52"
乐清虹日,9100085766,温州天成乡乐乐购超市,小型超级市场,Non-KA,588.64,,226.36,311.94,886.22,59.48,,288.48,117.28,226.36,144.24,82.12,628.33,657.63,,"4,217.08"
乐清虹日,9100085914,温州淡溪家家隆,小型超级市场,Non-KA,,462.45,583.88,"1,063.30",158.90,275.16,,71.44,130.92,289.82,82.12,144.24,"1,020.28",906.42,,"5,188.93"
乐清虹日,9100086569,温州乐清石帆朴湖伊人化妆,药店及日用品商店,Non-KA,611.62,203.72,838.32,"1,098.48",303.14,465.24,318.09,141.60,144.24,118.96,82.12,144.24,533.48,289.82,,"5,293.07"
