代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
瑞安铭旺,9100279551,温州阁巷邮电北路9号陈世才,食杂店,Non-KA,,,651.18,,,,,,,,,,,,,651.18
瑞安铭旺,9100279552,温州飞云如海购物中心（二店）,小型超级市场,Non-KA,607.73,"3,041.39","1,922.36","1,571.70","1,280.64","1,755.10","1,025.03","2,569.36","2,512.08","1,114.66","3,044.20","2,365.17",780.68,"6,160.20",838.96,"30,589.26"
瑞安铭旺,9100286324,温州马屿篁社乐易购超市,小型超级市场,Non-KA,,,927.36,,,71.44,,,,811.52,144.24,144.24,288.48,451.82,,"2,839.10"
瑞安铭旺,9100287484,温州项岙马云超市,食杂店,Non-KA,133.04,,288.48,,117.28,161.93,158.90,,144.24,,82.12,59.48,374.58,224.79,,"1,744.84"
瑞安铭旺,9100287831,温州仙桥廖胜光,食杂店,Non-KA,,,635.60,,635.60,,,158.90,,,,65.49,,158.90,,"1,654.49"
瑞安铭旺,9100289420,温州平阳坑菜场1号,食杂店,Non-KA,635.60,,,,,"2,169.27",,,,,,,,,,"2,804.87"
瑞安铭旺,9100289421,温州华表欧联超市,小型超级市场,Non-KA,,131.60,,,,,,158.90,,,,65.49,158.90,10.68,,525.57
瑞安铭旺,9100289423,温州汀田邮电南路世纪华联超市,小型超级市场,Non-KA,,164.24,732.06,,158.90,,188.72,158.90,,,,65.49,71.44,169.58,,"1,709.33"
瑞安铭旺,9100290783,温州十八家肖氏百货,批发商,WS,,"5,268.00","26,955.60","17,592.00","2,143.20",,,"6,356.00",,,,,,,,"58,314.80"
瑞安铭旺,9100293459,温州杜山头村阿志批发,食杂店,Non-KA,,164.24,71.44,,,,71.44,,,,,,,144.24,,451.36
瑞安铭旺,9100294230,温州鹿木晓燕便利店,食杂店,Non-KA,,,,,,,,,,,,,,359.92,,359.92
瑞安铭旺,9100295202,温州里北垟易购超市,小型超级市场,Non-KA,,"1,621.64",153.80,303.14,460.92,163.58,"1,339.35",132.97,"2,040.48",288.48,,65.49,447.38,193.19,71.44,"7,281.86"
瑞安铭旺,9100295919,温州陶山聪兰便利店,食杂店,Non-KA,,,,,,,,,428.64,,,,,,,428.64
瑞安铭旺,9100297281,温州莘塍果果超市,小型超级市场,Non-KA,117.28,158.90,,,,,,,,,,158.90,,7.60,,442.68
瑞安铭旺,9100298322,温州东山快乐购超市,小型超级市场,LKA,"12,793.02","9,495.40","9,026.34","2,788.72","4,144.14","8,258.52","8,973.77","10,047.84","10,078.96","10,161.74",,"10,117.28","12,805.95","10,175.63",,"118,867.31"
瑞安铭旺,9100298323,温州马屿湖头村嵇佳超市,食杂店,Non-KA,,,,,144.24,,71.44,,,303.14,,,,,,518.82
瑞安铭旺,9100298324,温州仙降苏家爱华超市,食杂店,Non-KA,215.68,,972.16,389.24,"1,091.68",,,,,,,,,,,"2,668.76"
瑞安铭旺,9100298325,温州零售客户自提,其他,Others,116.33,267.43,,69.52,,,,,,,,,,,,453.28
瑞安铭旺,9100299499,温州郑楼张阁家乐超市,食杂店,Non-KA,,164.24,71.44,,158.90,158.90,158.90,,,,,,,,,712.38
瑞安铭旺,9100299690,温州鹿木中心菜场晓晓便利店,食杂店,Non-KA,635.60,,469.12,37.93,,778.48,,71.44,158.90,117.28,,65.49,,126.07,,"2,460.31"
瑞安铭旺,9100300639,温州文成百丈漈天天烟酒行,食杂店,Non-KA,"1,183.20",144.24,428.64,635.60,117.28,807.30,839.11,230.34,464.90,"1,056.55",144.24,532.15,449.03,71.44,,"7,104.02"
瑞安铭旺,9100301852,温州莘塍上村菜场欧联超市,食杂店,Non-KA,317.91,188.28,"1,311.38","-3,048.72",,,,,,,,,,,,"-1,231.15"
瑞安铭旺,9100302776,温州莘塍苏家爱华,食杂店,Non-KA,71.44,635.60,,,,,,,,,164.85,,,,,871.89
瑞安铭旺,9100303215,温州仙降涨岙永久超市,食杂店,Non-KA,,,,,,,,,,,,,"1,352.72",,,"1,352.72"
瑞安铭旺,9100303216,温州仙降黄永昌,食杂店,Non-KA,,,,,,,,,,,,158.90,,,,158.90
瑞安铭旺,9100303689,温州海安东门横街2号,食杂店,Non-KA,,,651.18,,,,,,,,,,,,,651.18
瑞安铭旺,9100303894,温州莘塍南镇路乐购超市,食杂店,Non-KA,,,,,158.90,71.44,,,,,,,,,,230.34
瑞安铭旺,9100304704,温州九里乐购批发超市,小型超级市场,Non-KA,,,,,,,,,,,550.38,144.24,144.24,144.24,,983.10
瑞安铭旺,9100306900,温州罗风沙渎家福超市,小型超级市场,Non-KA,158.90,986.10,719.96,585.22,"1,118.44",472.48,738.79,,,288.48,303.14,,144.24,124.88,,"5,640.63"
瑞安铭旺,9100308101,温州文成百丈漈惠福超市二店,小型超级市场,Non-KA,,,,,,,,,,,,80.96,71.44,144.24,71.44,368.08
瑞安铭旺,9100315600,温州莘塍富民北路聚亿超市,小型超级市场,Non-KA,,131.60,,,,,,,,,,,,,,131.60
瑞安铭旺,9100316723,温州碧山彩平,食杂店,Non-KA,,,,,,,,,,,,878.22,,,,878.22
瑞安铭旺,9100317093,温州荆谷远大批发部,食杂店,Non-KA,,,,,,317.80,,,,,132.42,,,,,450.22
瑞安铭旺,9100325180,温州荆谷山头下村安心小卖部,食杂店,Non-KA,,,,,,,,,,,,,,71.44,,71.44
瑞安铭旺,9100325181,温州瑞安岭下万客佳超市,食杂店,Non-KA,,652.28,634.09,117.28,303.14,,,158.90,,,314.22,158.90,,,,"2,338.81"
瑞安铭旺,9100325182,温州溪坦工艺路芙蓉日用品,食杂店,Non-KA,,298.25,,71.44,,,,,,,,,,,,369.69
瑞安铭旺,9100325185,温州上望薛前汉丰批发部,食杂店,Non-KA,,,,,,,,,,"1,262.38",,,,,,"1,262.38"
瑞安铭旺,9100328232,温州飞云惠多多超市,食杂店,Non-KA,393.46,,189.69,71.44,144.24,,,,,,,158.90,,,,957.73
瑞安铭旺,9100328235,温州飞云少埠世纪华联,小型超级市场,Non-KA,,,,,,,,"1,741.83",,,144.24,118.93,303.14,,,"2,308.14"
瑞安铭旺,9100329147,温州汀田商业街华瑞超市,小型超级市场,LKA,"2,068.87","-1,780.39",,,,,,,,,,,,,,288.48
瑞安铭旺,9100329150,温州周村老街五洲超市,食杂店,Non-KA,,164.24,71.44,,595.16,,,,,,,,158.90,7.39,,997.13
瑞安铭旺,9100330888,温州仙降下社加强超市,食杂店,Non-KA,230.34,146.60,287.00,,234.56,71.44,158.90,,,71.44,288.48,158.90,,,,"1,647.66"
瑞安铭旺,9100330889,温州上望街道华瑞便利店,小型超级市场,LKA,"1,251.37",,,,,,,,,,,,,,,"1,251.37"
瑞安铭旺,9100330890,温州上望蔡宅华瑞超市,小型超级市场,LKA,"1,206.50",,,,,,,,,,,,,,,"1,206.50"
瑞安铭旺,9100331034,温州西门五洲便利店,食杂店,Non-KA,158.90,,230.34,,,,,,,,,158.90,,,,548.14
瑞安铭旺,9100331553,温州上望蔡宅瑞东批发超市,小型超级市场,Non-KA,"2,775.76","3,391.17","2,418.67","1,998.57","8,164.31","2,029.38","5,334.57","5,791.82","6,012.46","5,731.57","4,566.87","5,723.73","5,254.54","4,094.96","1,038.36","64,326.74"
瑞安铭旺,9100332597,温州云周润发批发部,食杂店,Non-KA,,,,,,,230.34,,,,144.24,,158.90,,82.12,615.60
瑞安铭旺,9100332598,温州莘塍富民北路188号,食杂店,Non-KA,,,,158.90,,,,,,,164.85,,,,,323.75
瑞安铭旺,9100334390,温州联大超市宋家埭店,小型超级市场,LKA,"1,275.06","1,020.26","3,448.57","-3,841.94","6,778.69","1,938.48",491.72,"10,084.60","10,105.42","2,362.57",576.96,"1,906.80",144.24,"10,042.90",,"46,334.33"
瑞安铭旺,9100334391,温州瑞湖路西雅便利店,食杂店,Non-KA,,,234.56,,,,158.90,,,,,,,,,393.46
瑞安铭旺,9100334392,温州东山下埠悦尚生活超市,小型超级市场,Non-KA,"1,823.97","2,001.53","2,510.88","3,178.42","6,032.86","5,270.01","7,175.32","3,519.97",891.38,"4,950.73","2,129.88","7,950.56","4,961.19","4,348.28",,"56,744.98"
瑞安铭旺,9100336777,温州陶山华人和便利店,食杂店,Non-KA,,,,,,,,230.34,,,,317.80,,,,548.14
瑞安铭旺,9100336778,温州碧山村邮乐超市,食杂店,Non-KA,,,,,,,,,"1,212.56",,,,,,,"1,212.56"
瑞安铭旺,9100336779,温州碧山三樟村欧联超市,食杂店,Non-KA,117.28,420.42,,273.66,,276.18,158.90,,,,,,,71.44,,"1,317.88"
瑞安铭旺,9100336780,温州碧山路口世纪华联,小型超级市场,Non-KA,,"1,306.32","1,122.04",324.27,"1,053.49",406.76,"4,936.46","2,218.16","2,224.60","4,461.60",144.24,656.54,"1,234.88",,909.04,"20,998.40"
瑞安铭旺,9100336783,温州阁巷鑫乐购超市,小型超级市场,Non-KA,420.70,"1,566.38",587.13,"2,709.22","1,933.76",144.24,"1,168.47",,,,144.24,,,13.86,,"8,688.00"
瑞安铭旺,9100336784,温州沙渎豪利来,小型超级市场,Non-KA,210.35,652.28,"2,841.69",117.28,"1,464.72","3,402.84",210.35,"1,992.13","2,992.62",,"1,866.40","3,348.97","2,015.28","1,730.88",,"22,845.79"
瑞安铭旺,9100336785,温州沙渎亿邦便利店,食杂店,Non-KA,144.24,58.64,200.78,117.28,82.12,163.58,283.77,,,,164.85,,,153.56,,"1,368.82"
瑞安铭旺,9100336786,温州快乐购超市马岩店,小型超级市场,LKA,"13,390.47","12,446.19","18,150.96","30,979.20","5,167.62","14,406.32","11,816.89","20,500.02","16,788.88","30,150.13","25,541.64","12,515.92","11,434.77","13,751.51",,"237,040.52"
瑞安铭旺,9100336788,温州仙降下涂村老伍超市,食杂店,Non-KA,,215.68,,,,,,,153.56,,,,,,,369.24
瑞安铭旺,9100336790,温州仙降下社阿琴烟酒,食杂店,Non-KA,394.56,435.08,144.24,199.40,,161.93,153.56,,,,,,,,,"1,488.77"
瑞安铭旺,9100336792,温州瑞安肖宅王章进批发超市,食杂店,Non-KA,,,722.63,,,807.30,,,,,,,,,,"1,529.93"
瑞安铭旺,9100337395,温州安阳天猫小店千户便利店,食杂店,Non-KA,,,237.92,,,,,,,,,,,,,237.92
瑞安铭旺,9100339833,温州竹溪美新物超市,小型超级市场,Non-KA,,,,,,,,,,,,214.32,420.42,215.68,,850.42
瑞安铭旺,9100341145,温州阁巷小芬化妆品,药店及日用品商店,Non-KA,,616.02,,,,,,158.90,,,,65.49,,,,840.41
瑞安铭旺,9100341146,温州东山好易购超市,小型超级市场,Non-KA,,,,,,,,,,,,,"1,280.64",,,"1,280.64"
瑞安铭旺,9100342783,温州肈平阳世纪多佳超市,小型超级市场,Non-KA,"2,231.22",705.10,"-4,928.80",,"1,562.93",,,,,,,,,,,-429.55
瑞安铭旺,9100346635,温州塘下创发超市,小型超级市场,Non-KA,"1,397.92","2,405.56","2,594.97","5,239.84",,"1,271.20",,"3,518.44","3,469.32","8,662.88",,"1,524.99",,"1,461.56","1,954.85","33,501.53"
瑞安铭旺,9100347212,温州竹溪顺发超市,小型超级市场,Non-KA,,,,303.14,,,,,,,,,,,,303.14
瑞安铭旺,9100347213,温州飞云厨工经销部,食杂店,Non-KA,,302.46,,,635.60,,,,,,,,230.34,,,"1,168.40"
瑞安铭旺,9100347870,温州安泰路万客佳超市,小型超级市场,Non-KA,833.48,230.34,"1,183.28",965.19,,"2,251.28","1,769.87","1,422.62",,"1,123.72","1,856.28","3,540.04","1,508.35","1,501.04",,"18,185.49"
瑞安铭旺,9100348537,温州仙岩新人本购物中心,小型超级市场,Non-KA,759.55,512.10,"4,775.34","1,905.07","2,675.21","3,671.99","2,818.58","4,119.54","4,189.50","3,112.64","5,172.60",499.48,"2,870.97",,,"37,082.57"
瑞安铭旺,9100348538,温州宋家埭惠购超市,小型超级市场,Non-KA,144.24,"1,046.22","2,008.97",,,,,"1,435.03","2,069.44",442.28,,340.97,144.24,219.47,,"7,850.86"
瑞安铭旺,9100348539,温州桥邻家家乐超市,小型超级市场,Non-KA,,144.24,204.48,,,,,,,,,,,,,348.72
瑞安铭旺,9100349301,温州仙桥仙甲季路50号喜又多超市,食杂店,Non-KA,635.60,82.80,,,,,,,,,,,,,,718.40
瑞安铭旺,9100349833,温州白岩桥五洲超市（焦徽）,小型超级市场,Non-KA,,"1,236.34",516.11,"1,804.96",691.03,"1,568.62",,"4,907.50",,351.46,,226.36,,230.34,,"11,532.72"
瑞安铭旺,9100349968,温州飞云祥意批发超市,食杂店,Non-KA,,72.12,,,180.30,,,,,230.34,,,,,,482.76
瑞安铭旺,9100350165,温州上望新农贸城春连,批发商,WS,576.96,"1,212.56",117.28,,,,158.90,,707.04,,,,,,,"2,772.74"
瑞安铭旺,9100351271,温州飞云华海超市,食杂店,Non-KA,,317.80,651.18,,,,189.00,345.53,,,,144.24,,71.44,,"1,719.19"
瑞安铭旺,9100351272,温州上望九安西路林翠琴,食杂店,Non-KA,,606.28,,,,,,,,,,,,,,606.28
瑞安铭旺,9100351273,温州莘塍玛客隆超市,小型超级市场,Non-KA,258.88,702.46,153.80,551.75,727.78,288.48,490.85,71.44,235.92,,230.34,153.80,158.90,317.00,,"4,341.40"
瑞安铭旺,9100353369,温州孙桥世纪华联超市,食杂店,Non-KA,158.90,71.44,82.12,,117.28,,,,,,,,,,,429.74
瑞安铭旺,9100353370,温州宋家埭希希便利店,食杂店,Non-KA,498.83,"1,101.39",663.06,590.70,276.18,291.53,"1,363.13",378.80,,359.92,41.06,71.44,493.73,158.90,,"6,288.67"
瑞安铭旺,9100356148,温州官山垟苏家爱华,食杂店,Non-KA,,635.60,653.13,635.60,234.56,71.44,,158.90,,,164.85,65.49,230.34,71.44,,"2,921.35"
瑞安铭旺,9100356149,温州飞云横河五洲超市,食杂店,Non-KA,303.14,,71.44,,,,,,,,,,,,,374.58
瑞安铭旺,9100356150,温州仙降涨岙联顺超市,小型超级市场,Non-KA,,983.56,895.76,,117.28,,,,,,,,,,,"1,996.60"
瑞安铭旺,9100356151,温州云周繁荣村虹洲大乐购超市,小型超级市场,Non-KA,880.91,"4,929.70","1,619.07","4,766.35","3,416.55","2,894.36","3,899.35",,"1,765.97","2,284.13","5,683.68","6,299.12","6,662.84","3,115.23",,"48,217.26"
瑞安铭旺,9100356153,温州上望宏如便利店,食杂店,Non-KA,,,,,,,,,,,,,,,"1,731.72","1,731.72"
瑞安铭旺,9100356155,温州前垟满溢超市,小型超级市场,Non-KA,,176.76,17.53,,,,"1,212.56","1,738.58",,632.12,,158.90,80.18,85.30,,"4,101.93"
瑞安铭旺,9100356156,温州郑楼倪垟村喜乐超市（原倪凤珠）,食杂店,Non-KA,,,,,,,,,,"1,298.16",,,,,,"1,298.16"
瑞安铭旺,9100357428,温州飞云霞砀村家乐超市,小型超级市场,Non-KA,,,,,,29.32,,,,,,,,71.44,,100.76
瑞安铭旺,9100357429,温州东山鑫鑫自选,小型超级市场,Non-KA,,,705.10,71.44,,,,,,,,,,,,776.54
瑞安铭旺,9100357938,温州塘下永安批发,食杂店,Non-KA,75.85,,,,"1,050.96",161.93,,,,158.90,36.06,71.44,160.86,,,"1,716.00"
瑞安铭旺,9100357939,温州仙降垟坑莲花超市,食杂店,Non-KA,158.90,972.10,"1,061.32",984.46,158.90,144.24,117.28,59.48,144.24,71.44,158.90,65.49,298.04,288.48,71.44,"4,754.71"
瑞安铭旺,9100358772,温州仙降福易购超市,小型超级市场,Non-KA,945.28,"2,408.32","2,036.25",586.79,"1,142.46","2,334.23","1,703.92","3,612.34",353.58,"2,777.80","2,606.21",729.02,"5,067.92","2,955.24",,"29,259.36"
瑞安铭旺,9100361551,温州马道大桥东路173号,食杂店,Non-KA,,,476.70,,,,,690.10,,,,65.49,,,,"1,232.29"
瑞安铭旺,9100361552,温州汀田飞平副食品批发部,食杂店,Non-KA,,,705.10,,,,,,,,,,,,,705.10
瑞安铭旺,9100362298,温州仙降街道联大超市,小型超级市场,Non-KA,,,935.78,,,796.26,,,"1,231.96",,144.24,,144.24,36.42,,"3,288.90"
瑞安铭旺,9100362299,温州鲍田商业街15号,批发商,WS,"1,992.40",857.28,587.13,"1,132.32","3,813.60",,"4,611.44","9,057.30",,,,,,"7,993.51",,"30,044.98"
瑞安铭旺,9100362483,温州阁巷新区安心超市,小型超级市场,Non-KA,117.28,702.02,,,117.28,,,,,,,,,,,936.58
瑞安铭旺,9100362484,温州阁巷阁一村陈花妹,食杂店,Non-KA,,169.58,,,,,,71.44,,,,65.49,,71.44,,377.95
瑞安铭旺,9100362973,温州飞云霞砀崇飞便利店,食杂店,Non-KA,,,,487.28,,,,,,,,,,,,487.28
瑞安铭旺,9100362974,温州马屿时代创业园南得超市,食杂店,Non-KA,,,,,,,,,,880.10,,428.64,,,,"1,308.74"
瑞安铭旺,9100362975,温州瑞祥大道财吉超市,食杂店,Non-KA,,,158.90,,,,230.34,,,,158.90,71.44,,71.44,,691.02
瑞安铭旺,9100362976,温州潘岱前垟瑞东海悦店,小型超级市场,Non-KA,393.65,678.14,523.04,237.92,"1,326.37",,616.88,,399.23,631.88,,147.29,117.28,,,"5,071.68"
瑞安铭旺,9100363213,温州三都里北垟世纪多佳超市,小型超级市场,Non-KA,"1,157.09","1,428.69","1,944.95","1,929.89","2,574.79","3,698.55","2,362.09",794.50,703.68,"1,802.32","8,859.74","2,221.68","2,607.59","6,910.87",716.40,"39,712.83"
瑞安铭旺,9100364007,温州东山电镀工业区顺发超市,小型超级市场,Non-KA,560.32,"1,415.11",,,,"3,194.00","5,845.72",,,,144.24,,,13.86,,"11,173.25"
瑞安铭旺,9100365151,温州文成丽野超市,食杂店,Non-KA,,,,,"1,251.96",,,,,,,,,,,"1,251.96"
瑞安铭旺,9100370241,温州仙降西联超市,小型超级市场,Non-KA,"9,090.48","4,634.81","12,346.82","5,395.62","4,571.46","8,883.91","9,246.69","7,232.82","1,226.93","9,235.79","6,637.97","3,073.22","10,062.32","6,367.50","1,337.68","99,344.02"
瑞安铭旺,9100370242,温州东山中埠吴冬月便利店,食杂店,Non-KA,,,,158.90,,,,,,,,,,,,158.90
瑞安铭旺,9100372792,温州联大超市云江嘉园店,小型超级市场,LKA,"1,099.15","2,861.26","2,228.47","1,099.19",144.24,893.39,"3,647.03","10,296.08","10,042.18",861.98,"1,070.07","1,271.20","1,080.44","1,034.29",,"37,628.97"
瑞安铭旺,9100372793,温州荆谷友乐超市 X,小型超级市场,Non-KA,"1,808.30","1,510.35",,"1,415.44",983.56,"2,178.26",210.35,"2,878.49","2,873.36","2,325.11","1,075.83","3,348.97","4,138.50",,,"24,746.52"
瑞安铭旺,9100374954,温州仙降金光村欣雨超市,小型超级市场,Non-KA,,70.04,,,,,,,,,,,,,,70.04
瑞安铭旺,9100375577,温州小典下金发批发,批发商,WS,"2,704.33","2,561.97","2,935.17","6,237.72","2,447.76","9,604.73","7,409.71","9,189.27","9,710.16","8,817.20","6,356.00","8,816.75",,"10,152.32",,"86,943.09"
瑞安铭旺,9100377961,温州东山中埠章妙英,食杂店,Non-KA,,72.12,732.06,144.24,158.90,,,,,,158.90,,,,,"1,266.22"
瑞安铭旺,9100377962,温州东山上埠婷婷烟酒店,食杂店,Non-KA,,,71.44,140.76,,,,,,,,,,,,212.20
瑞安铭旺,9100379575,温州沙园陈晓红,食杂店,Non-KA,,"1,081.62",,,,288.48,,,,158.90,,71.44,,,,"1,600.44"
瑞安铭旺,9100379576,温州东山中埠福妹副食品店,食杂店,Non-KA,,,,,,,,,,587.54,,,,,,587.54
瑞安铭旺,9100379577,温州鲍田十八湾路171号,食杂店,Non-KA,,,587.13,,,,,,,,,144.24,,144.24,158.90,"1,034.51"
瑞安铭旺,9100382073,温州文成淘淘批发部,批发商,WS,,,,"2,814.72",,,,"2,167.60",,,,,,,,"4,982.32"
瑞安铭旺,9100382074,温州林垟茂香食品店,食杂店,Non-KA,317.80,,"1,020.24",117.28,317.80,164.97,,,317.80,,158.90,158.90,231.02,,,"2,804.71"
瑞安铭旺,9100382180,温州下埠柴下路2号周莲玉,食杂店,Non-KA,,317.80,,,,,,,,,,,71.44,,,389.24
瑞安铭旺,9100382372,温州鲍三金鹰超市,食杂店,Non-KA,,169.58,966.62,,,,230.34,,,,71.44,,,80.55,,"1,518.53"
瑞安铭旺,9100383067,温州新农贸和兴日用品,批发商,WS,,,,"1,530.36",,,,,,,,,,,,"1,530.36"
瑞安铭旺,9100384150,温州丽岙萍萍百货店,食杂店,Non-KA,,,,,,,,"1,212.56",,,,65.49,,,,"1,278.05"
瑞安铭旺,9100384152,温州阁巷蔡叶青,食杂店,Non-KA,428.64,,,,,,,,,,,,,,,428.64
瑞安铭旺,9100384545,温州安阳安盛路41-43号阳光商行,食杂店,Non-KA,,,,,,,,,,,,,401.76,"1,355.44",,"1,757.20"
瑞安铭旺,9100384546,温州陶山快乐购超市,小型超级市场,Non-KA,"10,752.34","8,077.16","3,732.45","11,702.01","4,756.06","7,298.44","8,078.84","12,469.37","9,139.52","8,268.45","5,479.14","5,767.42","7,635.03","4,903.02",,"108,059.25"
瑞安铭旺,9100386501,温州马道顺用经营部,食杂店,Non-KA,,218.38,,,,,,,,158.90,,,,,,377.28
瑞安铭旺,9100386857,温州屿头凤屿南街王建华,批发商,WS,"1,699.84",,"1,271.20","2,335.44",,"1,064.24","1,642.40","9,042.14","4,606.80",,,,,"10,162.20",,"31,824.26"
瑞安铭旺,9100388008,温州罗凤百益佳超市,小型超级市场,Non-KA,144.24,70.04,734.40,378.80,,288.48,523.04,,,,158.90,518.53,158.90,151.84,,"3,127.17"
瑞安铭旺,9100388010,温州沙渎德忠超市,小型超级市场,Non-KA,460.68,,,,,,,,,,,,158.90,,,619.58
瑞安铭旺,9100388012,温州东山振中路63号兴隆批发,食杂店,Non-KA,,72.12,17.53,,,,,778.48,,,,158.90,,,,"1,027.03"
瑞安铭旺,9100388014,温州莘塍华联超市,小型超级市场,Non-KA,447.38,651.18,631.73,"1,223.27",276.18,471.38,438.46,158.90,188.72,,576.96,71.44,80.18,85.30,,"5,301.08"
瑞安铭旺,9100388015,温州莘塍星洲百货,食杂店,Non-KA,,"1,906.80",,,,,,,,,,,,,,"1,906.80"
瑞安铭旺,9100391800,温州鲍田东裕西路21号,食杂店,Non-KA,,,587.13,,,,,,,,,,,,,587.13
瑞安铭旺,9100392680,温州飞云新区老农伯超市,小型超级市场,Non-KA,"5,684.56","4,225.50","6,129.14","11,174.36","4,025.62","4,920.10","7,536.81","13,799.53",782.45,"10,048.30","8,590.14","3,640.56","8,442.08","1,985.39","1,184.52","92,169.06"
瑞安铭旺,9100392681,温州飞云云霞家园云霞意朗超市,小型超级市场,Non-KA,144.24,269.64,158.90,343.64,234.56,492.72,,303.14,,,,215.68,158.90,144.24,,"2,465.66"
瑞安铭旺,9100392786,温州马屿吉南村世纪华联,食杂店,Non-KA,,208.29,,,,,,,,,,,,,,208.29
瑞安铭旺,9100392789,温州瑞光大道大果园便利店,食杂店,Non-KA,,,,,,,,,,,,,,"1,355.44",,"1,355.44"
瑞安铭旺,9100392790,温州李祠街瑞丰商行,批发商,WS,,,,"1,641.20",,"2,143.20","5,192.64","9,534.00",,"9,034.56",,"8,077.44",,"9,053.40",,"44,676.44"
瑞安铭旺,9100392792,温州马屿篁社广兴隆超市,小型超级市场,Non-KA,,"1,067.72",117.28,,,,,,,,,,,,,"1,185.00"
瑞安铭旺,9100395336,温州碧山涂厂村便利店,食杂店,Non-KA,,,71.44,,,,215.68,117.28,,158.90,71.44,82.12,,288.48,,"1,005.34"
瑞安铭旺,9100396041,温州塘下阿飞副食品批发,食杂店,Non-KA,,,,,,142.88,,,,,,,,,,142.88
瑞安铭旺,9100396042,温州莘塍民莘西路今天超市,食杂店,Non-KA,523.04,71.44,"1,805.62",970.42,230.34,,,230.34,,323.14,71.44,144.24,,593.67,,"4,963.69"
瑞安铭旺,9100396497,温州莘塍梅尼超市,食杂店,Non-KA,653.62,378.80,552.36,306.00,426.88,-917.26,,,,,,,,,,"1,400.40"
瑞安铭旺,9100396802,温州董田姚旭娟便利店,食杂店,Non-KA,635.60,,"1,212.56",,,,349.30,,,144.24,,,,,,"2,341.70"
瑞安铭旺,9100397375,温州莘塍周田联大超市,小型超级市场,Non-KA,284.72,696.21,17.53,"-2,028.41",,,,,,,,,,,,"-1,029.95"
瑞安铭旺,9100400214,温州马屿篁社万客隆超市,食杂店,Non-KA,,,,,,,635.60,,,,,,82.12,4.44,,722.16
瑞安铭旺,9100400215,温州马屿步欣日用品经营部,食杂店,Non-KA,71.44,367.79,,,,,,,,,71.44,,,,,510.67
瑞安铭旺,9100400217,温州东山经济开发区丰顺超市,食杂店,Non-KA,,71.44,732.06,,117.28,,,,,158.90,,,,,,"1,079.68"
瑞安铭旺,9100400218,温州阁巷阁三村嘉乐福超市,小型超级市场,Non-KA,879.69,"1,629.99",493.11,"2,873.00",576.96,"1,331.19","2,064.12",,,"1,687.37","1,648.11","2,247.59","1,567.15","4,091.49",,"21,089.77"
瑞安铭旺,9100400836,温州竹溪村新友超市,食杂店,Non-KA,,,,,576.96,,,"1,789.52",,635.60,"2,525.14",,,"2,710.88",,"8,238.10"
瑞安铭旺,9100401744,温州周田蔡兴洪-洪良便利店,食杂店,Non-KA,469.12,,"1,163.12",586.40,"1,104.72",558.20,374.58,71.44,,230.34,144.24,72.12,71.44,158.90,,"5,004.62"
瑞安铭旺,9100402145,温州东山新纪元蓝真便利店,食杂店,Non-KA,,,,985.61,,188.72,188.72,75.85,,444.14,71.44,71.44,71.44,,,"2,097.36"
瑞安铭旺,9100402479,温州马屿米珍烟酒副食品店,食杂店,Non-KA,532.12,,,,158.90,,,230.34,,,,65.49,,71.44,,"1,058.29"
瑞安铭旺,9100403031,温州东山电镀区生活超市,食杂店,Non-KA,"1,160.56",901.50,,351.84,332.96,945.49,,,,276.18,261.52,144.24,303.14,148.68,352.96,"5,179.07"
瑞安铭旺,9100403437,温州仙降下社乐易购超市,食杂店,Non-KA,,,144.24,,,,,,,,,,,,,144.24
瑞安铭旺,9100403438,温州天猫小店瑞祥文庄路店,食杂店,Non-KA,525.46,293.53,,813.46,117.28,117.28,757.40,,130.92,726.78,,71.44,415.86,280.56,,"4,249.97"
瑞安铭旺,9100404889,温州塘下利平一次性批发,食杂店,Non-KA,635.60,,,,,,,,,,158.90,,158.90,,,953.40
瑞安铭旺,9100404890,温州篁社创业园宏盛超市,小型超级市场,Non-KA,269.11,616.02,134.81,,261.52,73.64,80.96,71.44,"2,069.44",158.90,261.52,144.24,,192.98,144.24,"4,478.82"
瑞安铭旺,9100404891,温州市内锦东超市,食杂店,Non-KA,,,158.90,260.16,,,,,141.60,,,117.28,,71.44,,749.38
瑞安铭旺,9100404892,温州碧山华联批发超市,小型超级市场,Non-KA,422.10,430.08,"1,047.63",196.31,,,80.96,276.18,"2,290.15",,,158.90,117.28,124.88,,"5,144.47"
瑞安铭旺,9100405940,温州文成盒小马超市,小型超级市场,Non-KA,"3,490.09","7,511.33","4,526.39","5,435.72","4,692.28","6,312.66","7,196.42","9,602.63",817.08,"8,461.58","5,065.18","6,405.02","5,952.80","12,282.95",,"87,752.13"
瑞安铭旺,9100407043,温州宋家埭和气便利店,食杂店,Non-KA,,,,,,303.14,,,,,,,,,,303.14
瑞安铭旺,9100407044,温州农贸市场李祠街洁盛,批发商,WS,"1,271.20","1,271.20","19,068.00",576.96,,,,,,,,,,,,"22,187.36"
